Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
8080.0,6.0,480.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4166.66650390625,480.0,0.0,480.0,480.0,480.0,480.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,4166.66650390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2052.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,6.0,10825.0,3.0,4.0,326.0,129.0,326.0,0.0,108.66666412353516,188.2161865234375,112.0,0.0,32.25,53.76724624633789,42032.33203125,646.6512451171875,1804.1666259765625,4036.486328125,10036.0,1.0,518.0,259.0,292.7422180175781,466.0,52.0,10379.0,3459.666748046875,5697.8232421875,10036.0,1.0,0.0,0.0,0.0,0.0,72.0,92.0,277.1362609863281,369.5150146484375,0.0,326.0,56.875,115.40665435791016,13318.6962890625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,65.0,108.66666412353516,32.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,326.0,4.0,129.0,8192.0,219.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,6.0,475.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4210.5263671875,475.0,0.0,475.0,475.0,475.0,475.0,0.0,475.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,4210.5263671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2052.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
8080.0,6.0,11503.0,3.0,4.0,326.0,129.0,326.0,0.0,108.66666412353516,188.2161865234375,112.0,0.0,32.25,53.76724624633789,39554.8984375,608.5369262695312,1917.1666259765625,4206.5654296875,10495.0,22.0,572.0,286.0,315.36962890625,509.0,63.0,11016.0,3672.0,5912.15771484375,10495.0,64.0,0.0,0.0,0.0,0.0,72.0,92.0,260.8015441894531,347.7353820800781,0.0,326.0,56.875,115.40665435791016,13318.6962890625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,65.0,108.66666412353516,32.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,326.0,4.0,129.0,8192.0,219.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
80.0,6.0,4095.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.4004821777344,4095.0,0.0,4095.0,4095.0,4095.0,4095.0,0.0,4095.0,4095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,488.4004821777344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32738.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-HOIC
80.0,6.0,13614.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.9075927734375,13614.0,0.0,13614.0,13614.0,13614.0,13614.0,0.0,13614.0,13614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,146.9075927734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32738.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-HOIC
80.0,6.0,15141.0,3.0,4.0,326.0,935.0,326.0,0.0,108.66666412353516,188.2161865234375,935.0,0.0,233.75,467.5,83283.796875,462.3208618164063,2523.5,5645.48486328125,14034.0,2.0,14440.0,7220.0,9636.451171875,14034.0,406.0,15139.0,5046.33349609375,8148.5458984375,14448.0,21.0,0.0,0.0,0.0,0.0,72.0,92.0,198.13751220703125,264.183349609375,0.0,935.0,157.625,334.180419921875,111676.5546875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,180.14285278320312,108.66666412353516,233.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,326.0,4.0,935.0,65535.0,219.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-HOIC
80.0,6.0,6914.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.2681579589844,6914.0,0.0,6914.0,6914.0,6914.0,6914.0,0.0,6914.0,6914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,289.2681579589844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32738.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-HOIC
80.0,6.0,15951.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.38398742675781,15951.0,0.0,15951.0,15951.0,15951.0,15951.0,0.0,15951.0,15951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,125.38398742675781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32738.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-HOIC
80.0,6.0,616.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3246.753173828125,616.0,0.0,616.0,616.0,616.0,616.0,0.0,616.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,3246.753173828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32738.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-HOIC
80.0,6.0,668.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2994.011962890625,668.0,0.0,668.0,668.0,668.0,668.0,0.0,668.0,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,2994.011962890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32738.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-HOIC
80.0,6.0,17946834.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1114402711391449,17900000.0,0.0,17900000.0,17900000.0,17900000.0,17900000.0,0.0,17900000.0,17900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.1114402711391449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2049.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,17900000.0,0.0,17900000.0,17900000.0,DDoS-HTTP
80.0,6.0,32492949.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0615518167614936,32500000.0,0.0,32500000.0,32500000.0,32500000.0,32500000.0,0.0,32500000.0,32500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0615518167614936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2049.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,32500000.0,0.0,32500000.0,32500000.0,DDoS-HTTP
80.0,6.0,1405399.0,3.0,4.0,20.0,964.0,20.0,0.0,6.666666507720947,11.547005653381348,964.0,0.0,241.0,482.0,700.1570434570312,4.980792045593262,234233.171875,573535.25,1404957.0,3.0,411.0,205.5,286.37823486328125,408.0,3.0,1405387.0,468462.34375,811028.1875,1404957.0,21.0,0.0,0.0,0.0,0.0,72.0,92.0,2.134625196456909,2.8461668491363525,0.0,964.0,123.0,339.88739013671875,115523.4296875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,140.57142639160156,6.666666507720947,241.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,4.0,964.0,8192.0,211.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-HTTP
80.0,6.0,33210799.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06022137776017189,33200000.0,0.0,33200000.0,33200000.0,33200000.0,33200000.0,0.0,33200000.0,33200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.06022137776017189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,252.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,33200000.0,0.0,33200000.0,33200000.0,DDoS-HTTP
80.0,6.0,984658.0,3.0,4.0,20.0,964.0,20.0,0.0,6.666666507720947,11.547005653381348,964.0,0.0,241.0,482.0,999.3317260742188,7.109067440032959,164109.671875,401174.96875,983004.0,3.0,1631.0,815.5,688.014892578125,1302.0,329.0,984655.0,328218.34375,567061.5625,983004.0,20.0,0.0,0.0,0.0,0.0,72.0,92.0,3.046743154525757,4.062324047088623,0.0,964.0,123.0,339.88739013671875,115523.4296875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,140.57142639160156,6.666666507720947,241.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,4.0,964.0,8192.0,211.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-HTTP
80.0,6.0,13197364.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1515454202890396,13200000.0,0.0,13200000.0,13200000.0,13200000.0,13200000.0,0.0,13200000.0,13200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.1515454202890396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2049.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,13200000.0,0.0,13200000.0,13200000.0,DDoS-HTTP
80.0,6.0,25139938.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07955469191074371,25100000.0,0.0,25100000.0,25100000.0,25100000.0,25100000.0,0.0,25100000.0,25100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.07955469191074371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2049.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,25100000.0,0.0,25100000.0,25100000.0,DDoS-HTTP
80.0,17.0,119648281.0,116744.0,0.0,3735808.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,31223.248046875,975.7265014648438,1024.8861083984375,19752.265625,691532.0,1.0,120000000.0,1024.8861083984375,19752.265625,691532.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933952.0,0.0,975.7265014648438,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.000274658203125,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116744.0,3735808.0,0.0,0.0,-1.0,-1.0,116743.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-UDP
80.0,17.0,119902652.0,119101.0,0.0,3811232.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,31786.052734375,993.3141479492188,1006.7393188476562,19566.4921875,818821.0,0.0,120000000.0,1006.7393188476562,19566.4921875,818821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952808.0,0.0,993.3141479492188,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.000267028808594,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119101.0,3811232.0,0.0,0.0,-1.0,-1.0,119100.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-UDP
80.0,17.0,119710288.0,132033.0,0.0,4225056.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,35294.0078125,1102.937744140625,906.6763305664062,18489.220703125,637527.0,0.0,120000000.0,906.6763305664062,18489.220703125,637527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056264.0,0.0,1102.937744140625,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.000244140625,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132033.0,4225056.0,0.0,0.0,-1.0,-1.0,132032.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-UDP
80.0,17.0,119986207.0,128446.0,0.0,4110272.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,34256.203125,1070.50634765625,934.1446533203125,19342.98828125,708979.0,0.0,120000000.0,934.1446533203125,19342.98828125,708979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027568.0,0.0,1070.50634765625,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.000247955322266,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128446.0,4110272.0,0.0,0.0,-1.0,-1.0,128445.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-UDP
80.0,17.0,119911672.0,90291.0,0.0,2889312.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,24095.3359375,752.979248046875,1328.072509765625,27286.93359375,869709.0,0.0,120000000.0,1328.072509765625,27286.93359375,869709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722328.0,0.0,752.979248046875,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0003547668457,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90291.0,2889312.0,0.0,0.0,-1.0,-1.0,90290.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-UDP
80.0,17.0,119759602.0,113091.0,0.0,3618912.0,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,30218.13671875,944.3167724609375,1058.97607421875,20745.869140625,920283.0,0.0,120000000.0,1058.97607421875,20745.869140625,920283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904728.0,0.0,944.3167724609375,0.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.000282287597656,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113091.0,3618912.0,0.0,0.0,-1.0,-1.0,113090.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS-UDP
